레시피_아이디,재료_아이디,재료_이름,레시피_재료_순번,내용
3359586,580,올리고당,10,2T
3359586,293,맛술,11,2T
3359586,225,후춧가루,12,소량
3364555,18,무우,1,600g
3364555,226,설탕,2,6T
3364555,231,식초,3,6T
3364555,501,소금,4,1/4t
3370170,665,참치,1,1캔(150g)
3370170,502,순두부,2,1봉지
3370170,402,익은배추김치,3,2장
3370170,344,멸치다시마육수,4,1+1/2컵
3370170,26,다진파,5,2T
3370170,224,고춧가루,6,1~1+1/2T
3370170,233,다진마늘,7,1/3T
3370170,666,참기름,8,1/3T
3376234,971,건취나물,1,70g(말린상태의 무게)
3376234,344,멸치 육수,2,2/3컵
3376234,508,식용유,3,1T
3376234,233,다진마늘,4,2/3T
3376234,26,다진파,5,2T
3376234,331,들기름,6,2T
3376234,353,국간장,7,2+1/2T
3376234,291,깨,8,1T
3376234,501,소금,9,1/4~1/3T 가량
3392979,300,닭다리,1,1kg(13개)
3392979,2,다진양파,2,1개
3392979,224,고추가루,3,3T
3392979,477,고추장,4,2T
3392979,383,간장,5,7T
3392979,293,맛술,6,3T
3392979,732,케찹,7,2T
3392979,481,굴소스,8,1T
3392979,226,설탕,9,1T
3392979,580,올리고당,10,4T
3392979,233,다진마늘,11,1/2T
3392979,225,후추가루,12,약간
3392979,1005,물,13,1+1/2컵
3393092,303,닭안심,1,200g
3393092,383,간장,3,4T
3393092,226,설탕,4,2T
3393092,26,다진 파,5,1t
3393092,233,다진 마늘,6,1T
3393092,225,후추,7,조금
3393092,291,깨,8,조금
3393092,666,참기름,9,1t
3394168,117,돼지고기목심,1,400g
3394168,14,깻잎,2,10장
3394168,755,진간장,3,3큰술
3394168,852,매실액,4,3큰술
3394168,580,올리고당,5,1+1/2큰술
3394168,293,맛술,6,2큰술
3394168,459,생강가루,7,1작은술
3394168,233,다진마늘,8,1작은술
3394168,225,후춧가루,9,약간
3403837,35,치커리,1,
3403837,8,당근,2,
3403837,2,양파,3,
3403837,337,멸치액젖,4,3큰술
3403837,1026,생수(육수),5,4큰술
3403837,224,고추가루,6,2큰술
3403837,354,깨소금,7,약간
3403837,666,참기름,8,약간
3403837,226,설탕(물엿),9,약간
3416940,882,보릿가루,1,2컵
3416940,285,막걸리,3,1컵
3444172,4,감자,2,2개
3444172,2,양파,3,1/2개
3444172,26,대파,4,1/2개
3444172,6,애호박,5,1/3개
3444172,8,당근,6,1cm정도만
3444172,55,느타리버섯,7,1줌
3444172,344,멸치다시마육수,8,9컵
3444172,344,국물용멸치,9,20마리정도
3444172,89,다시마,10,3조각
3444172,26,대파뿌리,11,2개
3444172,233,다진마늘,12,1/3T
3444172,353,국간장,13,1+1/2T
3444172,501,소금,14,1/4정도
3444172,94,김가루(생략가능),16,
3450146,668,참나물,1,250g
3450146,224,고추가루,2,2T
3450146,383,간장,3,2T
3450146,666,참기름,4,2T
3450146,231,식초,5,2T
3450146,226,설탕,6,1T
3450146,291,깨,7,1T
3450146,233,다진마늘,8,약간
3456614,729,코다리,1,2마리
3456614,387,녹말가루,2,적당량
3456614,508,식용유,3,적당량
3456614,2,다진양파,4,1/3개
3456614,383,간장,5,4+1/2T
3456614,1005,물,6,3T
3456614,481,굴소스,7,1T
3456614,580,올리고당,8,3T
3456614,226,설탕,9,2T
3456614,231,식초,10,4T
3456614,293,맛술,11,2T
3456614,225,후추가루,12,소량
3456623,78,새우,1,10마리
3456623,18,무,2,1토막
3456623,6,애호박,3,1/2개
3456623,26,대파,4,1/2개
3456623,30,쑥갓,5,소량
3456623,344,멸치다시마육수,6,4+1/2컵
3456623,296,청양고추,7,2개
3456623,344,멸치다시마육수,8,3T
3456623,224,고추가루,9,3T
3456623,857,된장,10,1/3T
3456623,233,다진마늘,11,1/2T
3456623,353,국간장,12,1T
3456623,288,까나리액젓,13,1T
3456623,293,맛술,14,1T
3456623,501,소금,15,1/3T
3460748,26,대파,2,3개
3460748,18,무,3,1토막
3460748,344,멸치다시마육수,4,7컵
3460748,353,국간장,5,2T
3460748,288,까나리액젓,6,1T
3460748,501,소금,7,1/2T
3460748,233,다진마늘,8,1T
3460748,224,고추가루,9,2T
3460748,293,맛술,10,1T
3460748,666,참기름,11,1T
3460748,353,국간장,12,1T
3460748,225,후추가루,13,소량
3475852,18,무,1,1개(大사이즈 1250g)
3475852,141,배,2,1/3개
3475852,2,양파,3,1/2개
3475852,26,대파흰부분,4,1개
3475852,28,마늘,5,8개
3475852,27,생강,6,1개(마늘크기로)
3475852,673,찹쌀가루,7,1+1/2T
3475852,296,청양고추,8,3개
3475852,33,홍고추,9,2개
3475852,549,천일염,10,4T
3475852,226,설탕,11,2T
3475852,1005,생수,12,9컵
3526900,302,닭가슴살,1,3조각
3526900,2,양파,2,1/3개
3526900,26,대파,3,1/2개
3526900,296,청양고추,4,3개
3526900,262,마른홍고추,5,2개
3526900,508,식용유,6,
3526900,387,녹말가루,7,5~6T
3526900,219,달걀흰자,8,1개
3526900,233,다진마늘,9,
3526900,501,소금,10,
3526900,666,참기름,11,
3526900,225,후추가루,12,약간
3526900,383,간장,13,
3526900,293,맛술,14,
3526900,481,굴소스,15,
3526900,231,식초,16,
3526900,226,설탕,17,
3526900,580,올리고당,18,
3534925,886,무말랭이,1,1컵
3534925,224,고춧가루,2,4-6큰술
3534925,345,물엿,3,2큰술
3534925,947,매실청,4,1큰술
3534925,233,다진마늘,5,1큰술
3534925,461,다진생강,6,1작은술
3534925,383,간장,7,1큰술
3534925,948,액젓,8,1큰술
3534925,1002,찹쌀풀,9,1/2컵
3534925,766,쪽파,10,1/2줌
3534925,291,깨,11,1큰술
3551697,117,돼지고기 목살(또는 앞다리살),1,200g
3551697,4,감자(中사이즈),2,2개
3551697,6,애호박,3,1/2개
3551697,26,대파,4,1/2개
3551697,296,청양고추,5,3개
3551697,1005,물,6,6컵
3551697,344,국물용멸치,7,12마리
3551697,89,다시마,8,2조각
3551697,770,고추씨,9,1T
3551697,477,고추장,10,2+1/2T
3551697,224,고추가루,11,2T
3551697,353,국간장,12,2T
3551697,233,다진마늘,13,1T
3551697,293,맛술,14,1T
3551697,508,식용유,15,2/3T
3551697,225,후추가루,16,소량
3551697,501,소금,17,1/3T정도
3568149,58,고등어,1,1마리
3568149,18,무,2,500g
3568149,26,대파,3,1뿌리
3568149,1005,물,4,300ml
3568149,755,진간장,5,4큰술
3568149,477,고추장,6,2큰술
3568149,224,고춧가루,7,1큰술
3568149,852,매실액,8,2큰술
3568149,293,맛술,9,2큰술
3568149,580,올리고당,10,1큰술
3568149,233,다진 마늘,11,1작은술
3568149,225,후춧가루,12,약간
3568162,499,쇠고기 불고깃감,1,200g
3568162,305,당면,2,70g
3568162,57,새송이버섯,3,2개
3568162,52,표고버섯,4,4개
3568162,55,느타리버섯,5,150g
3568162,2,양파,6,1/2개
3568162,12,청경채,7,2개
3568162,26,대파,8,2대
3568162,33,붉은고추,9,2개
3568162,1005,물,10,6컵
3568162,89,다시마 5*5cm,11,2장
3568162,323,멸치,12,20마리
3568162,353,국간장,13,2Ts
3568162,530,비정제 황설탕,14,2/3ts
3568162,501,소금,15,2꼬집
3568162,225,후춧가루,16,약간
3568162,383,간장,17,2Ts
3568162,530,비정제 황설탕,18,2/3Ts
3568162,26,다진파,19,1+1/2Ts
3568162,233,다진마늘,20,1Ts
3568162,666,참기름,21,2ts
3568162,225,후춧가루,22,약간
3574364,90,건미역,1,적당양
3574364,499,쇠고기,2,100g
3574364,1005,물,3,5컵
3574364,501,소금,4,약간
3574364,666,참기름,5,
3574364,28,마늘,6,
3592428,61,동태,1,1마리
3592428,18,무,2,1/5개
3592428,2,양파,3,1개
3592428,26,대파,4,1대
3592428,8,당근,5,조금
3592428,323,멸치육수 (or 물),6,1컵
3592428,383,간장,7,5큰술
3592428,855,청주,8,1큰술
3592428,233,다진 마늘,9,1작은술
3592428,461,다진 생강,10,조금
3592428,580,올리고당,11,2큰술
3592428,947,매실청,12,1큰술
3592428,666,참기름,13,1작은술
3592428,225,후추,14,조금
3595564,507,식빵,1,3장
3595564,213,슬라이스치즈,2,3장
3595564,437,소시지,3,3개
3595564,219,달걀,4,1개
3595564,226,설탕,5,1/2작은술
3595564,218,우유,6,1큰술
3599346,766,쪽파,1,
3599346,224,고춧가루,2,2컵
3599346,337,멸치액젓,3,1컵
3599346,233,다진마늘,4,2큰술
3599346,461,다진생강,5,1큰술
3599346,947,매실청,6,4큰술
3599346,1002,찹쌀풀,7,1+1/2컵
3599346,226,설탕,8,1큰술
3604332,2,양파,2,1/2개
3604332,18,무,3,1/2조각
3604332,26,대파,4,1뿌리
3604332,28,통마늘,5,10개
3604332,1005,물,6,2L
3604332,855,청주,7,1컵
3604332,18,무,8,1/2조각
3604332,26,송송 썬 대파,9,1/2뿌리
3604332,219,달걀지단,10,기호
3604332,305,불린당면,11,기호
3604332,383,간장,12,2큰술
3604332,233,다진마늘,13,1큰술
3604332,501,소금,14,약간
3604332,225,후춧가루,15,약간
3665091,301,뼈없는 닭발,1,500g
3665091,501,소금,2,1작은술
3665091,855,청주,3,2큰술
3665091,2,양파,4,1개
3665091,26,대파,5,2대
3665091,477,고추장,6,2큰술
3665091,224,고춧가루,7,2큰술
3665091,755,진간장,8,1큰술
3665091,226,설탕,9,1큰술
3665091,233,다진 마늘,10,1큰술
3665091,293,맛술,11,2큰술
3665091,855,청주,12,2큰술
3665091,666,참기름,13,1작은술
3665091,331,들기름,14,1작은술
3673946,981,떡볶이떡,1,20개
3673946,2,양파,2,1/2개
3673946,26,파,3,1대
3673946,2,양파,4,2~3장
3673946,8,당근,5,1토막(4cm 길이)
3673946,858,떡국떡,6,1/2줌
3673946,445,라면사리,7,1개
3673946,552,모둠 어묵,8,1봉지
3673946,477,고추장,9,2+1/2큰술
3673946,224,고춧가루,10,2큰술
3673946,383,간장,11,2큰술
3673946,481,굴소스,12,1큰술
3673946,746,조청,13,2큰술
3673946,852,매실액,14,2큰술
3673946,225,후추,15,약간
3686217,962,김치,1,1/2포기
3686217,436,포도씨유,2,1큰술
3686217,26,대파,4,
3686217,327,두부,5,
3686217,323,물(멸치육수),6,
3686217,665,참치,7,1캔
3686217,226,설탕,8,
3686217,224,고춧가루,9,
3686217,233,다진 마늘,10,1큰술
3686217,344,멸치육수,11,
3687411,507,식빵,1,6장
3687411,567,참치캔,2,1/2통
3687411,7,오이,3,1/2개
3687411,634,햄,4,약간
3687411,2,양파,5,약간
3687411,228,마요네즈,6,1+1/2숟갈
3687411,423,백후추,7,약간
3687411,228,마요네즈,8,1숟갈
3687411,633,머스터드 소스,9,1/2숟갈
3720795,507,식빵,1,2장
3720795,219,달걀,2,2개
3720795,410,베이컨,3,4장
3720795,211,모짜렐라치즈(슬라이스치즈),4,
3729336,7,오이,1,1/3개
3729336,2,양파,2,1/4개
3729336,8,당근,3,1/3토막(5cm 길이로)
3729336,358,메밀국수,4,100g정도
3729336,477,고추장,5,2큰술
3729336,224,고춧가루,6,1/2큰술
3729336,852,매실액,7,1큰술
3729336,383,간장,8,1큰술
3729336,746,조청,9,1/2큰술
3729336,666,참기름,10,1큰술
3729336,291,깨,11,1큰술
3729336,231,식초,12,1큰술
3730762,300,닭다리,1,6개
3730762,28,마늘,2,1T
3730762,855,청주,3,1T
3730762,462,생강즙,4,1T
3730762,501,소금,5,
3730762,225,후추,6,
3730762,579,올리브오일,7,1T
3730762,383,간장,8,2T
3730762,1005,물,9,2T
3730762,345,물엿,10,2T
3730762,226,설탕,11,1T
3730762,231,식초,12,1T
3730762,28,마늘,13,10개
3732354,576,오징어채,1,190g
3732354,666,참기름,2,1/4t
3732354,547,통깨,3,2T
3732354,477,고추장,4,2T
3732354,580,올리고당,5,3+1/2T
3732354,383,간장,6,1+1/2T
3732354,237,고추기름,7,2T
3732354,226,설탕,8,2t
3732354,293,맛술,9,4T
3732354,233,다진마늘,10,1T
3732354,228,마요네즈,11,4T
3819357,219,계란,1,2개
3819357,50,토마토,2,2개
3819357,766,쪽파,3,약간
3819357,501,소금,4,약간
3819357,233,다진마늘,5,1작은술
3845351,579,올리브오일,2,1/2Ts
3845351,410,베이컨,3,2줄
3845351,2,양파,4,1/4개
3845351,489,동물성생크림,5,150cc
3845351,218,우유,6,70cc
3845351,219,달걀노른자,7,1개
3845351,877,파르메산 치즈가루,8,2Ts
3845351,710,다진 파슬리,9,적당량
3865645,63,낙지,1,1마리
3865645,2,양파,2,1개
3865645,21,피망,3,1/2개
3865645,436,포도씨유,4,약간
3865645,477,고추장,5,1큰술
3865645,224,고추가루,6,1큰술
3865645,862,맛간장,7,1큰술
3865645,226,설탕,8,1큰술
3865645,28,마늘,9,1큰술
3865645,855,청주,10,1큰술
3865645,462,생강즙,11,1큰술
3865645,666,참기름,12,약간
3865645,547,통깨,13,약간
3865645,225,후추,14,약간
3874774,4,감자(소),1,2개
3874774,219,달걀,2,3개
3874774,2,양파,3,1/4개
3874774,211,모짜렐라치즈,4,조금
3874774,213,슬라이스치즈,5,1장
3874774,501,소금,6,약간
3874774,225,후추,7,약간
3877899,466,건표고버섯,1,7~8개
3877899,55,느타리버섯,2,200g
3877899,1,시금치,3,1/2단
3877899,2,양파(대),4,1개
3877899,8,당근,5,1/2개
3877899,54,팽이버섯,6,1봉지
3877899,305,당면,7,50g
3877899,383,간장,8,2큰술
3877899,666,참기름,9,1/2큰술
3877899,233,다진마늘,10,1/2작은술
3877899,947,매실청,11,1작은술
3877899,354,깨소금,12,약간
3877899,501,소금,13,1/2T
3877899,383,집간장,14,1/2T
3877899,666,참기름,15,1/2T
3877899,354,깨소금,16,약간
3877899,666,참기름,17,1T
3877899,226,설탕,18,1T
3877899,354,깨소금,19,약간
3877899,383,간장,20,3T
3887959,234,박력분,1,120g
3887959,197,버터,2,55g
3887959,550,슈가파우더,3,35g
3887959,892,말차가루(또는 녹차가루),4,4g
3887959,529,화이트 초콜릿,5,45g
3887959,546,다크초콜릿,6,30g
3887959,219,달걀 노른자,7,1개
3887959,501,소금,8,약간
3927423,437,소시지,1,7~8개
3927423,2,양파(소),2,1개
3927423,33,청고추,3,2개
3927423,5,홍파프리카,4,1/2개
3927423,219,달걀,5,1개
3927423,219,노른자,6,1개
3927423,424,밥,7,220g
3927423,501,소금,8,약간
3927423,666,참기름,9,약간
3930240,7,오이,1,2개
3930240,224,고추가루,2,2큰술
3930240,501,소금,3,1작은술
3930240,862,맛간장,4,1작은술
3930240,666,참기름,5,1작은술
3930240,28,마늘,6,1작은술
3930240,547,통깨,7,약간
3943084,327,두부,1,1/2모
3943084,4,감자,2,200g
3943084,2,양파(소),3,1개
3943084,33,청고추,4,2개
3943084,33,홍고추,5,2개
3943084,219,달걀,6,1개
3943084,211,모짜렐라치즈,7,원하는만큼
3943084,391,부침가루,8,적당량
3943084,501,소금,9,약간
3956795,588,알감자,1,700g
3956795,383,간장,2,8큰술
3956795,226,설탕,3,1큰술
3956795,855,청주,4,2큰술
3956795,345,물엿,5,4큰술
3956795,225,후추,6,조금
3956795,233,다진마늘,7,1작은술
3956795,947,매실청,8,2큰술
3956795,323,멸치육수 (or 물),9,3컵
3956795,666,참기름,10,1큰술
3956795,345,물엿,11,1큰술
3956795,291,깨,12,조금
3960224,4,감자,1,2개
3960224,2,양파,2,1/2개
3960224,26,파,3,1/2대
3960224,477,고추장,4,1큰술
3960224,383,간장,5,1큰술
3960224,233,다진마늘,6,1큰술
3960224,26,다진파,7,1+1/2큰술
3960224,354,깨소금,8,약간
3960224,666,참기름,9,1/2큰술
3960224,947,매실청,10,1작은술
3973722,234,박력분,1,200g
3973722,226,설탕,2,120g
3973722,197,버터,3,120g
3973722,219,계란,4,120g
3973722,501,소금,5,2g
3973722,377,베이킹파우더,6,3g
3973722,881,코코아가루,7,25g
3973722,1005,물,8,70g
3973722,911,초코칩,9,70g
3973722,898,청크초콜릿,10,30g
3976406,327,두부,1,2/3모
3976406,219,달걀,2,3개
3976406,2,양파,3,1/4
3976406,20,양배추잎,4,2~3장
3976406,387,감자전분,5,
3976406,501,소금,6,
3976406,225,후추,7,
3980592,351,박력밀가루,1,200g
3980592,218,우유,2,220g
3980592,226,설탕,3,4.5T
3980592,501,소금,4,약간
3980592,377,베이킹파우더,5,2t
3992105,507,샌드위치 식빵,1,3장
3992105,716,슬라이스 햄,2,2장
3992105,213,슬라이스 치즈,3,2장
3992105,219,달걀,4,1개
3992105,203,연유,5,1큰술
3992105,633,머스타드 소스,6,약간
3992105,197,버터,7,약간
3993753,118,돼지고기 앞다리살,1,680g
3993753,6,애호박,2,1/2개
3993753,2,양파,3,1개
3993753,26,대파,4,1뿌리
3993753,508,식용유,5,1큰술
3993753,1005,물,6,적당량
3993753,224,고춧가루,7,2큰술
3993753,293,맛술,8,1큰술
3993753,233,다진 마늘,9,1큰술
3993753,744,조선간장,10,2+1/2큰술
3993753,501,소금,11,약간
3999005,982,황태채,1,2웅큼
3999005,477,고추장,2,2T
3999005,226,설탕,3,1/2T
3999005,755,진간장,4,1T
3999005,666,참기름,5,1/2T
3999005,233,다진마늘,6,1/2T
3999005,473,카놀라유,7,약간
3999005,547,통깨,8,1/2T
3999013,234,중력분,1,1+1/2컵
3999013,368,미숫가루,2,1/2컵
3999013,377,베이킹파우더,3,1/2스푼
3999013,219,계란,4,1개
3999013,218,우유,5,20ml
3999013,547,통깨,6,2스푼
3999013,193,호두,7,1컵
3999013,197,버터,8,4스푼
3999013,226,설탕,9,5스푼
3999013,501,소금,10,1/3스푼
4000677,491,돼지고기,1,100g
4000677,6,애호박,2,1/2개
4000677,4,감자(대),3,1/2개
4000677,2,양파(대),4,1/2개
4000677,296,청양고추,5,2개
4000677,26,송송썬파,6,2스푼
4000677,327,두부,7,1/2모
4000677,233,다진마늘,8,1/3스푼
4000677,477,고추장,9,2스푼
4000677,1005,물,10,500ml
4003549,219,달걀,1,5개
4003549,500,단무지,2,5개
4003549,1,시금치,3,
4003549,8,당근,4,
4003549,94,김,5,10장
4003549,501,소금,6,
4003549,353,국간장,7,
4003549,666,참기름,8,
4003549,354,깨소금,9,
4003685,766,쪽파,1,15개
4003685,224,고춧가루,2,1+1/2T
4003685,948,액젓,3,1T
4003685,383,간장,4,1/2T
4003685,666,참기름,5,1T
4003685,291,깨,6,1+1/2T
4003685,580,올리고당,7,1/3~1/2T
4007561,4,감자(중),1,2개
4007561,2,양파(중),2,1개
4007561,8,당근,3,약간
4007561,473,카놀라이유,4,약간
4007561,547,통깨,5,약간
4007561,501,소금,6,약간
4009103,20,양배추(소),1,1/4개
4009103,7,오이(소),2,1/2개
4009103,233,다진마늘,3,1스푼
4009103,26,썰은 파,4,2스푼
4009103,501,소금,5,1/2스푼
4009103,224,고춧가루,6,2+1/2스푼
4009103,226,설탕,7,1스푼
4009103,547,통깨,8,1/2스푼
4009103,666,참기름,9,1스푼
4009800,294,꽈리고추,1,200g
4009800,234,밀가루,2,2+1/2큰술
4009800,755,진간장,3,2큰술
4009800,744,조선간장,4,1큰술
4009800,224,고춧가루,5,1큰술
4009800,26,다진파,6,1작은술
4009800,233,다진마늘,7,1작은술
4009800,547,통깨,8,약간
4009800,666,참기름,9,1큰술
4014039,197,버터,1,60g
4014039,226,설탕,2,60g
4014039,219,달걀,3,1개
4014039,234,박력분,4,110g
4014039,377,베이킹파우더,5,3g
4014039,147,건조 크린베리,6,25g
4014039,193,호두분태,7,25g
4014039,218,우유,8,2큰술
4015256,143,복숭아,1,7개
4015256,1005,생수,2,3.5컵
4015256,226,설탕,3,1.5컵
4015256,501,소금,4,약간
4015267,219,달걀,1,6개
4015267,1026,멸치다시마육수(또는 물),2,1+1/2컵
4015267,26,다진파,3,3T
4015267,501,소금,4,1/2~2/3T
4015267,666,참기름,5,2방울
4015891,90,건미역,1,1웅큼
4015891,7,오이,2,1/2개
4015891,296,청량고추,3,1개
4015891,26,송송썰은 파,4,2스푼
4015891,8,당근,5,2스푼
4015891,501,소금,6,1스푼
4015891,226,설탕,7,2스푼
4015891,231,2배 식초,8,3스푼
4015891,547,통깨,9,1/2스푼
4015891,666,참기름,10,약간
4015891,233,다진마늘,11,1/3스푼
4015891,1005,물,12,700ml
4025350,17,가지,1,2개
4025350,755,진간장,2,2T
4025350,233,다진마늘,3,1/3T
4025350,666,참기름,4,1/2T
4025350,224,고춧가루,5,1/2T
4025350,547,통깨,6,1/2T
4025350,26,송송썰은 파,7,1T
4025654,743,스파게티면,1,70g
4025654,233,다진마늘,2,3쪽
4025654,2,양파,3,1/5개
4025654,716,햄슬라이스,4,3조각
4025654,200,파르메산 치즈 갈은것,5,약간
4025654,727,케이퍼,6,10알
4025654,579,올리브오일,7,적당량
4025654,740,시판 토마토소스,8,130g
4025654,225,후춧가루,10,약간
4025654,501,소금,11,약간
4029210,491,돼지고기,1,640g
4029210,1005,물,2,2컵
4029210,28,마늘,3,5쪽
4029210,221,메추리알,4,2판
4029210,482,흑설탕,5,2T
4029210,755,진간장,6,1컵
4029247,18,무,1,1개
4029247,499,소고기,2,200g
4029247,1005,물,3,1300ml
4029247,233,다진마늘,4,1/2T
4029247,353,국간장,5,3T
4029247,331,들기름,6,1스푼
4029247,501,소금,7,1/3T
4029247,259,건새우가루,8,1/2스푼
4030952,649,풋고추,1,10개
4030952,857,된장,2,2T
4030952,233,다진 마늘,3,1/3T
4030952,26,송송썰은 대파,4,1T
4030952,666,참기름,5,1/2T
4030952,547,통깨,6,1/2T
4030952,852,매실원액,7,1T
4030952,226,설탕,8,1/3T
4031025,962,김치,1,1웅큼
4031025,20,양배추,2,1웅큼
4031025,527,국수,3,2웅큼
